id,sinner,identity,grade,min_speed,max_speed,hp_coeffic,hp_const,atk1Lv,atk2Lv,atk3Lv,atkDLv,atkLv_mean,defLv,skill1_type,skill1_sin,skill1_coin,skill2_type_,skill2_sin,skill2_coin,skill3_type,skill3_sin,skill3_coin,slash_coinCnt,pierce_coinCnt,blunt_coinCnt,def_type,def_sin,simpSinCnt_wrath,simpSinCnt_lust,simpSinCnt_sloth,simpSinCnt_gluttony,simpSinCnt_gloom,simpSinCnt_pride,simpSinCnt_envy,sinCnt_wrath,sinCnt_lust,sinCnt_sloth,sinCnt_gluttony,sinCnt_gloom,sinCnt_pride,sinCnt_envy,resist_slash,resist_pierce,resist_blunt,burn,burn_cnt,bleed,bleed_cnt,tremor,tremor_cnt,tremor_burst,amplitude_conversion,amplitude_entangle,tremor_selfCnt,rupture,rupture_cnt,sinking,sinking_cnt,poise,poise_cnt,poise_give,poise_cnt_give,charge,charge_cnt,charge_barrier,discard,special_keyword,atkWeight,aggro,haste,bind,protect,fragile,paralyze,power_up,power_down,Pcoin_drop,offLv_up,offLv_down,defLv_up,defLv_down,damage_up,damage_down,battlePassive_sin,battlePassive_sinCnt,battlePassive_type,battlePassive,supportPassive_sin,supportPassive_sinCnt,supportPassive_type,supportPassive,etc,info
03I007,돈키호테,로보토미 E.G.O::초롱,∅∅,4.0,6.0,2.82,82.0,-1.0,-1.0,1.0,4.0,-0.7,4.0,참격,탐식,1.0,참격,색욕,3.0,관통,우울,3.0,4,3,0,방어,0,0.0,1.3,0.0,1.0,0.7,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0,0.0,보통,내성,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,탐식,4.0,보유,"자신의 슬롯에 도발치가 있을 때 합 위력 +1. 명령 페이즈에서 자신을 공격 스킬의 타겟으로 삼은 적에게, 공격 적중 시마다 체력 4 회복",탐식,5.0,보유,"도발치가 가장 높은 슬롯을 보유한 아군 1명, 자신을 공격 스킬의 타겟으로 삼은 적에게 공격 적중 시마다 체력 2 회복",0,https://baslimbus.info/identity/84
03I008,돈키호테,검계 살수,∅∅,4.0,8.0,2.45,71.0,1.0,1.0,4.0,-2.0,1.5,-2.0,관통,오만,2.0,참격,질투,2.0,참격,나태,3.0,5,2,0,회피,0,0.0,0.0,0.7,0.0,0.0,1.0,1.3,0.0,0.0,1.0,0.0,0.0,3,2.0,내성,보통,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,오만,2.0,공명,자신의 스킬/코인 효과로 호흡 위력을 얻을 때 호흡 위력이 가장 낮은 아군 1명에게 호흡 1 부여 (최대 3회),오만,3.0,보유,"호흡 위력이 가장 낮은 아군 1명이 자신의 스킬/코인 효과로 얻는 호흡 위력 +1 (최대 2회, 호흡이 없는 대상에겐 적용되지 않음)",0,https://baslimbus.info/identity/87
03I009,돈키호테,T사 3등급 징수직 직원,∅∅∅,4.0,7.0,3.26,95.0,0.0,0.0,0.0,2.0,0.0,4.0,타격,탐식,2.0,참격,오만,3.0,타격,나태,4.0,3,0,6,방어,0,0.0,0.0,0.7,1.0,0.0,1.3,0.0,0.0,0.0,1.0,3.0,0.0,2,0.0,보통,취약,내성,0.0,0.0,0.0,0.0,15.0,0.0,2.0,진동 - 사슬,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,시간 유예,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,나태,5.0,보유,"턴 종료 시 체력이 10% ~ 20% 사이로 남았을 때 전체 체력의 80%만큼 즉시 회복, 흐트러짐 상태 해제(전투 당 1회). 시간 대여가 해제될 경우 다음 턴에 보유 중인 스킬 슬롯 중 하나의 도발치 8 증가",나태,3.0,보유,속도가 가장 느린 아군 1명 진동이 부여된 적에게 피해를 입을 시 받는 피해량 -10%,0,https://baslimbus.info/identity/112
04I001,료슈,LCB 수감자,∅,3.0,6.0,2.28,66.0,2.0,2.0,2.0,-2.0,2.0,-4.0,참격,탐식,1.0,참격,색욕,2.0,참격,오만,3.0,6,0,0,회피,0,0.0,1.3,0.0,1.0,0.0,0.7,0.0,0.0,2.0,0.0,3.0,0.0,1,0.0,내성,보통,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,탐식,3.0,공명,"자신이 가하는 피해량, +25% 받는 피해량 +25%",탐식,3.0,공명,"최대 체력이 가장 낮은 아군 1명 가하는 피해량, +25% 받는 피해량 +25%",0,https://baslimbus.info/identity/62
04I002,료슈,남부 세븐 협회 6과,∅∅,3.0,7.0,2.17,63.0,5.0,5.0,5.0,5.0,5.0,-4.0,타격,나태,1.0,참격,오만,1.0,참격,탐식,3.0,4,0,1,참격,탐식,0.0,0.0,1.0,0.7,0.0,1.3,0.0,0.0,0.0,3.0,1.0,0.0,2,0.0,내성,보통,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,탐식,5.0,보유,이번 턴 참격 피해량 +10%,탐식,4.0,보유,최대 체력이 가장 낮은 아군 1명이 부여하는 파열 +1,0,https://baslimbus.info/identity/63
04I003,료슈,흑운회 와카슈,∅∅∅,3.0,6.0,2.5,73.0,3.0,3.0,3.0,0.0,3.0,0.0,관통,탐식,1.0,관통,오만,2.0,관통,색욕,2.0,0,5,0,방어,0,0.0,0.7,0.0,1.0,0.0,1.3,0.0,0.0,1.0,0.0,3.0,0.0,2,0.0,취약,내성,보통,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,색욕,3.0,공명,출혈이 부여된 적 공격 시 피해량 +10%,색욕,4.0,보유,속도가 가장 높은 아군 1명이 부여하는 출혈 +1,0,https://baslimbus.info/identity/64
04I004,료슈,료.고.파. 주방장,∅∅∅,3.0,6.0,2.4,70.0,3.0,3.0,3.0,3.0,3.0,-2.0,참격,분노,2.0,관통,질투,3.0,참격,색욕,4.0,6,3,0,회피,0,1.0,0.7,0.0,0.0,0.0,0.0,1.3,3.0,1.0,0.0,0.0,0.0,0,2.0,내성,취약,보통,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,체력 회복 감소,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,색욕,5.0,보유,"적 처치 시 체력이 가장 낮은 아군 1명 체력 15 회복(턴 당 1회). 갈증이 있는 경우 전부 소모하고, 소모한 갈증에 비례하여 회복량 증가.",색욕,5.0,보유,적 사망 시 체력이 가장 낮은 아군 1명 체력 15 회복 (턴 당 1회),0,https://baslimbus.info/identity/65
04I005,료슈,W사 3등급 정리 요원,∅∅∅,3.0,6.0,2.28,66.0,5.0,5.0,5.0,-4.0,5.0,-4.0,참격,색욕,3.0,참격,오만,3.0,참격,질투,4.0,10,0,0,회피,0,0.0,1.0,0.0,0.0,0.0,1.3,0.7,0.0,3.0,0.0,0.0,0.0,2,1.0,내성,보통,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,오만,5.0,보유,적 처치 시 충전 횟수 2 증가 (턴 당 최대 3회),오만,5.0,보유,최대 체력이 가장 낮은 아군 1명 적 처치 시 충전 횟수 2 증가 (턴 당 1회),0,https://baslimbus.info/identity/66
04I006,료슈,LCCB 대리,∅∅,4.0,7.0,2.6,76.0,1.0,1.0,3.0,3.0,1.3,0.0,타격,색욕,1.0,타격,탐식,2.0,관통,오만,3.0,0,3,3,방어,0,0.0,1.0,0.0,1.3,0.0,0.7,0.0,0.0,3.0,0.0,2.0,0.0,1,0.0,보통,내성,취약,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0,0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"탄환, 정신력 감소",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,탐식,2.0,보유,턴 종료 시 호흡이 7 이상이면 정신력 8 회복,오만,4.0,보유,"탄환이 가장 적은 아군 1명이 코인에서 마지막 탄환을 소모하면, 해당 코인의 공격 종료 시 피해를 입힌 대상에게 코인 피해량의 50%만큼 추가 피해",0,https://baslimbus.info/identity/67
04I007,료슈,남부 리우 협회 4과,∅∅,3.0,7.0,2.6,76.0,1.0,1.0,3.0,-1.0,1.3,-1.0,참격,탐식,2.0,관통,분노,2.0,참격,색욕,4.0,6,2,0,방어,0,1.3,0.7,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0,0.0,보통,취약,내성,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,분노,4.0,보유,화상이 부여된 적 처치 시 화상이 없거나 위력이 가장 낮은 무작위 적 1명 화상 4 부여 (턴 당 1회),분노,4.0,보유,속도가 가장 낮은 아군 1명 화상이 부여된 적 처치 시 무작위 적 1명 화상 3 부여 (턴 당 1회),0,https://baslimbus.info/identity/92
04I008,료슈,에드가 가문 치프 버틀러,∅∅∅,3.0,8.0,2.4,70.0,2.0,3.0,5.0,0.0,2.8,-2.0,참격,색욕,2.0,참격,오만,2.0,참격,분노,2.0,6,0,0,회피,0,0.7,1.0,0.0,0.0,0.0,1.3,0.0,1.0,3.0,0.0,0.0,0.0,2,0.0,보통,취약,내성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,오만,3.0,보유,"버.표가 있는 대상에게 공격 적중 시 다음 턴에 신속 1 얻음(턴 당 최대 3회). 버.표가 있는 대상에게 크리티컬 적중 시 대상의 버.표를 제거하고, 대상의 속도가 자신보다 느리면 속도 차이 1 당 크리티컬 피해량 +5% (최대 30%)",오만,4.0,보유,편성 순서가 가장 느린 아군 1명 합 승리 시 호흡 횟수 1 증가 (턴 당 3회),0,https://baslimbus.info/identity/98
04I009,료슈,20구 유로지비,∅∅,4.0,7.0,2.4,71.0,1.0,1.0,1.0,1.0,1.0,0.0,타격,색욕,2.0,관통,나태,3.0,관통,탐식,3.0,0,6,2,방어,0,0.0,1.0,1.3,0.7,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0,0.0,보통,내성,취약,0.0,0.0,0.0,0.0,4.0,15.0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보호막,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,나태,3.0,공명,"아군의 공격으로 흐트러진 적을 1스킬로 공격(턴 당 1회), 여러 적이 흐트러진 경우 체력이 가장 낮은 적 공격. 이 효과로 1스킬 사용 시 코인 효과로 자신이 얻는 진동 횟수가 1 증가하고 해당 스킬 마지막 코인 적중시 진동 폭발",나태,4.0,보유,"편성 순서가 가장 빠른 아군 1명 스킬, 코인 효과로 얻는 진동 횟수 값 +1 (턴 당 2회)",0,https://baslimbus.info/identity/111
04I010,료슈,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0
05I001,뫼르소,LCB 수감자,∅,2.0,3.0,3.1,90.0,-3.0,-3.0,-3.0,3.0,-3.0,3.0,타격,나태,2.0,타격,오만,1.0,타격,우울,4.0,0,0,7,방어,0,0.0,0.0,1.0,0.0,0.7,1.3,0.0,0.0,0.0,3.0,0.0,1.0,2,0.0,보통,취약,내성,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,나태,2.0,보유,전투 시작 시 체력이 50% 미만이면 보호 1 얻음,나태,3.0,보유,최대 체력이 가장 높은 아군 1명 공격 스킬로 받는 피해량 -10%,0,https://baslimbus.info/identity/42
05I002,뫼르소,남부 리우 협회 6과,∅∅,2.0,5.0,2.82,82.0,1.0,1.0,1.0,1.0,1.0,1.0,타격,색욕,2.0,타격,나태,2.0,관통,분노,3.0,0,3,4,방어,0,0.7,1.0,1.3,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0,0.0,보통,취약,내성,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,색욕,4.0,보유,피격 시 무작위 대상에게 화상 1 부여 (최대 4회),색욕,4.0,보유,속도가 가장 낮은 아군 1명이 부여하는 화상 +1,0,https://baslimbus.info/identity/43
05I003,뫼르소,W사 2등급 정리 요원,∅∅∅,4.0,8.0,2.73,79.0,0.0,0.0,0.0,5.0,0.0,4.0,참격,질투,1.0,참격,우울,3.0,참격,오만,4.0,8,0,0,방어,0,0.0,0.0,0.0,0.0,1.3,0.7,1.0,0.0,0.0,0.0,0.0,2.0,1,3.0,보통,내성,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,질투,3.0,보유,피격 시 충전 횟수 1 증가 (최대 6회),질투,4.0,보유,속도가 가장 낮은 아군 1명이 부여하는 파열 +1,0,https://baslimbus.info/identity/44
05I004,뫼르소,N사 큰 망치,∅∅∅,3.0,5.0,3.41,99.0,0.0,0.0,0.0,5.0,0.7,5.0,관통,나태,2.0,타격,분노,2.0,관통,오만,2.0,0,4,2,관통,분노,1.3,0.0,1.0,0.0,0.0,0.7,0.0,2.0,0.0,3.0,0.0,0.0,1,0.0,보통,내성,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,못,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,분노,4.0,공명,"전투 시작 시 체력이 50% 미만이면, 자신에게 부여된 부정적 효과 중 하나를 제거하고 광신 1, 공격 위력 증가 1, 보호 3 얻음",분노,3.0,공명,"현재 체력이 가장 낮은 아군의 체력이 50% 미만이면, 공격 위력 증가 1, 보호 1 얻음. 대상이 N사 광신도면 광신 1을 추가로 얻음",0,https://baslimbus.info/identity/45
05I005,뫼르소,장미스패너 공방 해결사,∅∅,3.0,8.0,2.7,76.0,1.0,1.0,1.0,0.0,1.0,0.0,타격,우울,1.0,타격,오만,2.0,타격,나태,4.0,0,0,7,방어,0,0.0,0.0,0.7,0.0,1.0,1.3,0.0,0.0,0.0,1.0,0.0,3.0,2,0.0,내성,취약,보통,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,우울,5.0,보유,대상의 진동이 5 이상일 때 대상의 합 위력 -1. 흐트러짐 상태가 해제될 때 최대 체력의 5%만큼 체력 회복,우울,3.0,공명,속도가 가장 높은 아군 1명이 진동이 부여된 적과 합 진행 시 적의 합 위력 -1,0,https://baslimbus.info/identity/46
05I006,뫼르소,R사 제 4무리 코뿔소팀,∅∅∅,3.0,5.0,3.0,95.0,0.0,0.0,0.0,5.0,0.0,5.0,타격,질투,1.0,참격,우울,3.0,참격,색욕,3.0,6,0,1,방어,0,0.0,0.7,0.0,0.0,1.3,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0,3.0,보통,취약,내성,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,질투,5.0,보유,턴 종료 시 충전 횟수 5 당 다음 턴의 속도 최댓값 +2 (최대 +6),질투,5.0,보유,턴 종료 시 충전 횟수가 가장 높은 아군 1명이 충전 횟수 5당 다음 턴의 속도 최댓값 +1 (최대 +3),0,https://baslimbus.info/identity/47
05I007,뫼르소,중지 작은 아우,∅∅,4.0,6.0,2.82,82.0,1.0,1.0,3.0,3.0,1.6,3.0,타격,나태,2.0,타격,질투,2.0,타격,분노,3.0,0,0,7,타격,질투,0.7,0.0,1.0,0.0,0.0,0.0,1.3,1.0,0.0,3.0,0.0,0.0,0,2.0,취약,보통,내성,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,질투,3.0,보유,"턴 종료 시 해당 턴에 아군에게 스킬로 가장 많은 피해를 준 적에게 앙갚음 대상 부여. 공격 시 메인 공격 대상이 앙갚음 대상인 경우 최종 위력 1 증가. 자신 이외의 중지 인격이 생존해 있으면, 매 턴 종료 시 정신력 6 회복",질투,3.0,보유,정신력이 가장 낮은 아군 1명 자신과 동일한 소속의 캐릭터가 생존해 있는 경우 턴 종료 시 정신력 10 회복,0,https://baslimbus.info/identity/48
05I008,뫼르소,검계 우두머리,∅∅∅,4.0,6.0,2.8,79.0,3.0,3.0,0.0,5.0,2.9,3.0,참격,오만,2.0,참격,오만,3.0,참격,분노,1.0,6,0,0,참격,질투,0.7,0.0,0.0,0.0,0.0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,5,0.0,내성,보통,취약,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"본국검 - 세법 전수, 본국검 - 자법 전수",0.5,3.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,오만,3.0,공명,"이번 전투에서 체력이 0이 되는 피해를 입을 시 해당 턴 동안 체력이 1로 유지(전투 당 1회). 자신의 스킬 효과로 호흡 위력/횟수를 얻을 때, 자신을 제외한 검계 인격 중 호흡이 없거나 가장 낮은 2명의 호흡 위력, 횟수 1 증가. 전투에 참여한 검계 조직원이 6명 이상이면 1씩 추가 증가",오만,5.0,보유,전투 시작 시 호흡을 가장 많이 보유한 아군 1명 참격 스킬의 크리티컬 피해량 15% 증가,"자신을 제외한 검계 조직원이 3명 이상 사망한 경우, 전투 시작 시 자신에게 본국검술 부여, 자신의 스킬/코인 효과로 얻는 호흡 위력/횟수 +1, 검계 조직원이 5명 이상 사망한 경우 1 추가 증가",https://baslimbus.info/identity/88
05I009,뫼르소,데드레빗츠 보스,∅∅,4.0,7.0,2.6,76.0,1.0,1.0,3.0,1.0,1.3,2.0,타격,색욕,1.0,관통,분노,2.0,타격,탐식,4.0,0,2,5,타격,탐식,1.3,1.0,0.0,0.7,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0,0.0,내성,취약,보통,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,14.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,탐식,3.0,공명,파열이 있는 대상과 합 진행 시 합 위력 +1,탐식,3.0,공명,속도가 가장 높은 아군 1명 공격 적중 시 대상의 파열 위력이 6 이상이라면 공격 레벨 감소 1 부여 (적 1명 당 턴마다 최대 3),0,https://baslimbus.info/identity/95
05I010,뫼르소,남부 디에치 협회 4과 부장,∅∅∅,4.0,6.0,2.8,79.0,0.0,1.0,3.0,4.0,0.8,2.0,타격,탐식,2.0,관통,나태,2.0,타격,우울,3.0,0,2,5,방어,0,0.0,0.0,1.4,0.6,1.0,0.0,0.0,0.0,0.0,3.3,1.9,0.9,0,0.0,취약,보통,내성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"지식 단련, 보호막",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,우울,2.0,공명,"자신을 제외한 아군이 스킬을 버릴 시 대상과 자신에게 지식 단련 1 부여(스킬 당 1회, 턴 당 3회). 턴 종료 시 자신을 제외하고 스킬을 버린 아군의 수만큼 다음 턴에 관통 피해량 증가, 타격 피해량 증가 얻음 (최대 3)",우울,5.0,보유,"최대 체력이 가장 높은 아군 1명 스킬을 버릴 시 최대 체력의 (5×버린 스킬 등급)% 만큼 보호막을 얻음, 탐구한 지식이 있는 경우 보호막 수치 1.5배로 적용 (턴 당 1회)",0,https://baslimbus.info/identity/114
06I001,홍루,LCB 수감자,∅,3.0,6.0,2.28,66.0,2.0,2.0,2.0,-2.0,2.0,-2.0,타격,오만,1.0,참격,나태,2.0,타격,색욕,2.0,2,0,3,회피,0,0.0,0.7,1.3,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3,0.0,취약,보통,내성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,나태,2.0,공명,다음 턴 시작 시 정신력 6 회복,나태,5.0,보유,정신력이 가장 낮은 아군 1명 전투 시작 시 정신력 6 회복,0,https://baslimbus.info/identity/28
06I002,홍루,흑운회 와카슈,∅∅,3.0,7.0,2.6,76.0,0.0,0.0,0.0,2.0,0.0,1.0,참격,색욕,1.0,참격,오만,2.0,참격,나태,3.0,6,0,0,방어,0,0.0,1.0,0.7,0.0,0.0,1.3,0.0,0.0,3.0,1.0,0.0,0.0,2,0.0,내성,보통,취약,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,색욕,3.0,공명,연결된 죄 중 마지막 죄의 마지막 코인으로 공격 시 출혈 3 부여,색욕,4.0,보유,속도가 가장 높은 아군 1명이 부여하는 출혈 +1,0,https://baslimbus.info/identity/29
06I003,홍루,콩콩이파 두목,∅∅∅,3.0,6.0,2.6,76.0,3.0,3.0,3.0,0.0,3.0,2.0,참격,질투,1.0,관통,색욕,3.0,참격,탐식,1.0,2,3,0,회피,0,0.0,1.3,0.0,0.7,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0,3.0,내성,보통,취약,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,탐식,2.0,공명,다음 턴 시작 시 (탐식 공명 수×2)만큼 정신력 회복,탐식,5.0,보유,정신력이 가장 높은 아군 1명 앞면 코인의 피해량 +20%,0,https://baslimbus.info/identity/30
06I004,홍루,남부 리우 협회 5과,∅∅,3.0,6.0,2.6,76.0,0.0,0.0,0.0,2.0,0.0,1.0,타격,우울,2.0,타격,색욕,2.0,타격,분노,2.0,0,0,6,방어,0,0.7,1.3,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0,0.0,보통,취약,내성,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,분노,4.0,보유,"자신의 정신력이 30 이상일 때 스킬 효과, 코인 효과로 부여하는 화상 횟수 +1",분노,4.0,보유,"정신력이 가장 높은 아군 1명이 공격 스킬의 스킬 효과, 코인 효과로 부여하는 화상 횟수 +1",0,https://baslimbus.info/identity/31
